14031100,郊区                                                                                                ,37.9413969,113.585393
14032100,平定县                                                                                              ,37.8042996,113.629542
14032200,盂县                                                                                                ,38.0856199,113.412326
14040000,长治市                                                                                              ,36.2008671,113.123474
14040200,城区                                                                                                ,36.2035163,113.123087
14041100,郊区                                                                                                ,36.1991875,113.126531
14042100,长治县                                                                                              ,36.0528549,113.051408
14042300,襄垣县                                                                                              ,36.5350537,113.051333
14042400,屯留县                                                                                              ,36.3182978,112.893447
14042500,平顺县                                                                                              ,36.2000013,113.436112
14042600,黎城县                                                                                              ,36.5023318,113.387156
14042700,壶关县                                                                                              ,36.1154475,113.207051
14042800,长子县                                                                                              ,36.1223375,112.877901
14042900,武乡县                                                                                              ,36.8373599,112.863793
14043000,沁县                                                                                                ,36.7561465,112.699159
14043100,沁源县                                                                                              ,36.5002016,112.337447
14048100,潞城市                                                                                              ,36.3340900,113.228895
14050000,晋城市                                                                                              ,35.4908655,112.851766
14050200,城区                                                                                                ,35.5015920,112.853257
14052100,沁水县                                                                                              ,35.6902760,112.186664
14052200,阳城县                                                                                              ,35.4860259,112.414737
14052400,陵川县                                                                                              ,35.7756862,113.280683
14052500,泽州县                                                                                              ,35.0190320,110.997620
14058100,高平市                                                                                              ,35.7979925,112.923939
14060000,朔州市                                                                                              ,39.4151262,112.371436
14060200,朔城区                                                                                              ,39.3198236,112.431904
14060300,平鲁区                                                                                              ,39.5121611,112.288330
14062100,山阴县                                                                                              ,39.5262309,112.816597
14062200,应县                                                                                                ,39.5542461,113.191098
14062300,右玉县                                                                                              ,39.9890238,112.466965
14062400,怀仁县                                                                                              ,39.8279179,113.099956
14070000,晋中市                                                                                              ,37.6872081,112.752631
14070200,榆次区                                                                                              ,37.6978033,112.707881
14072100,榆社县                                                                                              ,37.0707844,112.975287
14072200,左权县                                                                                              ,37.0826825,113.379367
14072300,和顺县                                                                                              ,37.3289798,113.570008
14072400,昔阳县                                                                                              ,37.6001137,113.704837
14072500,寿阳县                                                                                              ,37.8889442,113.174972
14072600,太谷县                                                                                              ,37.4294273,112.557678
14072700,祁县                                                                                                ,37.3803798,112.474454
14072800,平遥县                                                                                              ,37.2006035,112.206502
14072900,灵石县                                                                                              ,36.8477491,111.778657
14078100,介休市                                                                                              ,37.0269508,111.916834
14080000,运城市                                                                                              ,35.0263679,111.007318
14080200,盐湖区                                                                                              ,35.0190320,110.997620
14082100,临猗县                                                                                              ,35.1433801,110.774610
14082200,万荣县                                                                                              ,35.4156002,110.838006
14082300,闻喜县                                                                                              ,35.3565937,111.224663
14082400,稷山县                                                                                              ,35.6040241,110.983371
14082500,新绛县                                                                                              ,35.6162443,111.224663
14082600,绛县                                                                                                ,35.4918090,111.571880
14082700,垣曲县                                                                                              ,35.2973777,111.670049
14082800,夏县                                                                                                ,35.1416780,111.220693
14082900,平陆县                                                                                              ,34.8368695,111.217346
14083000,芮城县                                                                                              ,34.6935766,110.694369
14088100,永济市                                                                                              ,34.8670511,110.447552
14088200,河津市                                                                                              ,35.5959896,110.712307
14090000,忻州市                                                                                              ,38.4163672,112.734264
14090200,忻府区                                                                                              ,38.4041519,112.746033
14092100,定襄县                                                                                              ,38.4737672,112.957187
14092200,五台县                                                                                              ,38.7989569,113.432164
14092300,代县                                                                                                ,39.0668973,112.960256
14092400,繁峙县                                                                                              ,39.1888094,113.265566
